,sentence1,label1,sentence2,label2,dist,match,sub
7164,This girl in the red coat will eat her breakfast before tomorrow.,1,This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.,1,0.7027027027027026,1,0
7165,This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.,1,This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.,1,0.9082969432314411,1,0
7166,This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.,1,This girl in the red coat will put a picture of Bill on your desk.,1,0.7542857142857142,1,0
7167,This girl in the red coat will put a picture of Bill on your desk.,1,This girl in the red dress must put a picture of Bill on your desk.,1,0.8721804511278195,1,1
7168,This girl in the red dress must put a picture of Bill on your desk.,1,This girl in the red coat will and dress must put a picture of Bill on your desk.,0,0.9054054054054054,0,0
7169,This girl in the red coat will and dress must put a picture of Bill on your desk.,0,This girl in the or on the red coat will put a picture of Bill on your desk.,0,0.8407643312101911,1,1
7170,This girl in the or on the red coat will put a picture of Bill on your desk.,0,John and Mary will play with Henry and with Sue.,1,0.4193548387096774,0,1
7171,John and Mary will play with Henry and with Sue.,1,"They play unusual music, and I listen to unusual music.",1,0.3689320388349514,1,1
7172,"They play unusual music, and I listen to unusual music.",1,They play and I listen to unusual music.,1,0.8421052631578947,1,0
7173,They play and I listen to unusual music.,1,I love ice milk tea but you hate ice milk tea.,1,0.37209302325581395,1,1
7174,I love ice milk tea but you hate ice milk tea.,1,I love but you hate ice milk tea.,1,0.8354430379746836,1,0
7175,I love but you hate ice milk tea.,1,She may have thawed the roast and should have thawed the roast.,1,0.39583333333333337,1,1
7176,She may have thawed the roast and should have thawed the roast.,1,She may have and should have thawed the roast.,1,0.8440366972477065,1,0
7177,She may have and should have thawed the roast.,1,"Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library.",1,0.34375,1,1
7178,"Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library.",1,Smith loaned and his widow later donated a valuable collection of manuscripts to the library.,1,0.7782426778242678,1,0
7179,Smith loaned and his widow later donated a valuable collection of manuscripts to the library.,1,"I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank.",1,0.43523316062176165,1,1
7180,"I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank.",1,I borrowed and my sister stole large sums of money from the bank.,1,0.7878787878787878,1,0
7181,I borrowed and my sister stole large sums of money from the bank.,1,"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.3715846994535519,0,1
7182,"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,Mary should know that you must go to the station.,1,0.34730538922155685,0,1
7183,Mary should know that you must go to the station.,1,"That you must go to the station, Mary should know that you must go to the station.",1,0.7480916030534351,1,0
7184,"That you must go to the station, Mary should know that you must go to the station.",1,"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.4571428571428572,0,1
7185,"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.9247311827956989,1,1
7186,"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Red picture desk, this girl in the red coat will put a picture of.",0,0.6540880503144655,1,1
7187,"Red picture desk, this girl in the red coat will put a picture of.",0,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.670807453416149,1,1
7188,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.8944723618090452,1,1
7189,"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.7901234567901234,1,1
7190,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.7652173913043478,1,1
7191,"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.9189189189189189,1,1
7192,"Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.946236559139785,1,1
7193,"Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,0.8854166666666666,1,1
7194,"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,It is your notes that John wants to look at after class.,1,0.3717948717948718,0,1
7195,It is your notes that John wants to look at after class.,1,It is after class that John wants to look at your notes.,1,0.7321428571428572,1,0
7196,It is after class that John wants to look at your notes.,1,It is John who wants to look at your notes after class.,1,0.7027027027027026,1,1
7197,It is John who wants to look at your notes after class.,1,It was Ann who bought a first edition of Richard III for $1000.,1,0.4576271186440678,1,1
7198,It was Ann who bought a first edition of Richard III for $1000.,1,It was a first edition of Richard III that Ann bought for $1000.,1,0.7559055118110236,1,1
7199,It was a first edition of Richard III that Ann bought for $1000.,1,It was for $1000 that Ann bought a first edition of Richard III.,1,0.59375,1,0
7200,It was for $1000 that Ann bought a first edition of Richard III.,1,It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.,0,0.4046242774566474,0,1
7201,It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.,0,Mary saw the tall man coming from England.,1,0.3178807947019867,0,1
7202,Mary saw the tall man coming from England.,1,it is the tall man coming from England that Mary saw the tall man coming from England.,0,0.65625,0,0
7203,it is the tall man coming from England that Mary saw the tall man coming from England.,0,Mary saw the tall man come from the back.,1,0.5196850393700787,0,1
7204,Mary saw the tall man come from the back.,1,it is the tall man come from the back that Mary saw the tall man come from the back.,0,0.656,0,0
7205,it is the tall man come from the back that Mary saw the tall man come from the back.,0,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.,1,0.45197740112994356,0,1
7206,It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.,1,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,0,0.6451612903225806,0,0
7207,It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.,0,What John wants to look at now is your notes.,1,0.37681159420289856,0,1
7208,What John wants to look at now is your notes.,1,What Mary gave was a book to John.,0,0.5316455696202531,0,1
7209,What Mary gave was a book to John.,0,What Mary donated was a lot of money to NPR.,0,0.6666666666666667,1,1
7210,What Mary donated was a lot of money to NPR.,0,It is to Cleveland that John drove the truck.,1,0.4044943820224719,0,1
7211,It is to Cleveland that John drove the truck.,1,What John became was deadly afraid of flying.,1,0.33333333333333337,1,1
7212,What John became was deadly afraid of flying.,1,It is deadly afraid of flying that John became.,0,0.6086956521739131,0,1
7213,It is deadly afraid of flying that John became.,0,John told us that he wants to quit school.,1,0.3370786516853933,0,1
7214,John told us that he wants to quit school.,1,It is that he wants to quit school that John told us.,0,0.6947368421052631,0,0
7215,It is that he wants to quit school that John told us.,0,What John told us is that he wants to quit school.,1,0.6601941747572815,0,1
7216,What John told us is that he wants to quit school.,1,John promised us to be gentle.,1,0.475,1,1
7217,John promised us to be gentle.,1,It is to be gentle that John promised.,0,0.5,0,1
7218,It is to be gentle that John promised.,0,Mary will arrive tomorrow.,1,0.3125,0,1
7219,Mary will arrive tomorrow.,1,It is arrive tomorrow that Mary will.,0,0.6031746031746033,0,0
7220,It is arrive tomorrow that Mary will.,0,Henri wants the book which is on the top shelf.,1,0.3571428571428571,0,1
7221,Henri wants the book which is on the top shelf.,1,What Henri wants is the book which is on the top shelf.,1,0.9215686274509804,1,0
7222,What Henri wants is the book which is on the top shelf.,1,The spy became too friendly with his new contacts.,1,0.4380952380952381,1,1
7223,The spy became too friendly with his new contacts.,1,What the spy became was too friendly with his new contacts.,1,0.8990825688073394,1,1
7224,What the spy became was too friendly with his new contacts.,1,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.,1,0.39473684210526316,1,1
7225,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.,1,Henri wants to buy these books about cooking.,1,0.33333333333333337,1,1
7226,Henri wants to buy these books about cooking.,1,which books about cooking does Henri want to buy?,1,0.46808510638297873,1,1
7227,which books about cooking does Henri want to buy?,1,I sent it to you.,1,0.33333333333333337,1,1
7228,I sent it to you.,1,I sent to you it.,0,0.8235294117647058,0,0
7229,I sent to you it.,0,I sent to you recipes.,0,0.8205128205128205,1,1
7230,I sent to you recipes.,0,Bill's mother's friends are waiting at the restaurant.,1,0.3421052631578947,0,1
7231,Bill's mother's friends are waiting at the restaurant.,1,Bill's mother's friends and John are waiting at the restaurant.,1,0.9230769230769231,1,0
7232,Bill's mother's friends and John are waiting at the restaurant.,1,It was John that was waiting at the restaurant.,1,0.6727272727272727,1,1
7233,It was John that was waiting at the restaurant.,1,It was John Bill that were waiting at the restaurant.,0,0.9,0,0
7234,It was John Bill that were waiting at the restaurant.,0,It was John and Bill that were waiting at the restaurant.,1,0.9636363636363636,0,0
7235,It was John and Bill that were waiting at the restaurant.,1,I will eat spaghetti on Sunday with Marco.,1,0.46464646464646464,1,1
7236,I will eat spaghetti on Sunday with Marco.,1,I will speak to Hector about this.,1,0.5263157894736843,1,1
7237,I will speak to Hector about this.,1,I doubt that Mary reads mysteries.,1,0.4117647058823529,1,1
7238,I doubt that Mary reads mysteries.,1,He muttered that the visitors will leave.,1,0.45333333333333337,1,1
